"url","group","technicalStatus","releaseStatus","reasons","wordsRendered","h1Count","canonical","schemaTypes","contentWords","intent","type","sourceLinks","bodySourceLinks","mutableClaimParagraphs","internalBodyLinks","informationGain","localEvidenceScreen","conversionMechanisms","gscClicksCurrent","gscClicksPrevious","gscImpressionsCurrent","gscImpressionsPrevious","gscCtrCurrent","gscCtrPrevious","gscPositionCurrent","gscPositionPrevious","retrievalStatus","sectionCount","weakDirectAnswers","ambiguousOpeners","mutableSections","mutableSectionsWithoutInlineSource","entityInIntro","hasSilo","relatedCount","topicalBridgeStatus","newPdfReasons","migrationDisposition","redirectTarget","noindex","sourceNote","targetDomain"
"/blokpolis-appartement","kennisbank","PASS","PASS","","1873","1","https://www.vastgoedmakelaarzoeken.be/blokpolis-appartement","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1234","informational","Article","1","0","7","0","3","","1","0","0","0","10","0","0","0","5.104","PASS","11","1","0","4","4","true","false","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/bod-intrekken-huis","kennisbank","PASS","PASS","","1616","1","https://www.vastgoedmakelaarzoeken.be/bod-intrekken-huis","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","992","informational","Article","2","1","1","4","3","","1","1","3","25","154","0.04","0.01948051948051948","6.1568000000000005","6.375454545454546","PASS","11","2","0","1","1","true","false","3","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/bouwen-of-verbouwen","kennisbank","PASS","PASS","","2423","1","https://www.vastgoedmakelaarzoeken.be/bouwen-of-verbouwen","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1642","informational","Article","1","0","6","8","5","","1","0","0","0","2","0","0","0","9","PASS","11","2","0","3","3","true","false","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/co2-meter-verplicht-in-huis","kennisbank","PASS","PASS","","1603","1","https://www.vastgoedmakelaarzoeken.be/co2-meter-verplicht-in-huis","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1008","informational","Article","1","0","5","2","3","","1","0","0","3","12","0","0","80.67","15.92","PASS","12","2","0","1","1","true","true","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/compromis-verkoop-huis","kennisbank","PASS","PASS","","1429","1","https://www.vastgoedmakelaarzoeken.be/compromis-verkoop-huis","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","755","informational","Article","1","0","10","0","5","","1","0","0","0","1","0","0","0","8","PASS","6","0","0","4","4","true","false","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/conformiteitsattest","kennisbank","PASS","PASS","","1359","1","https://www.vastgoedmakelaarzoeken.be/conformiteitsattest","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","666","informational","Article","1","0","6","1","2","","1","0","0","0","1","0","0","0","44","PASS","6","0","0","3","3","true","false","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/doorgeefschenking","kennisbank","PASS","PASS","","1350","1","https://www.vastgoedmakelaarzoeken.be/doorgeefschenking","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","660","informational","Article","1","0","1","1","2","","1","0","0","0","5","0","0","0","31.2","PASS","6","0","0","0","0","true","false","3","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/duurste-gemeente-belgie","kennisbank","PASS","PASS","","1825","1","https://www.vastgoedmakelaarzoeken.be/duurste-gemeente-belgie","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1146","informational","Article","2","1","5","4","5","","1","0","0","0","18","0","0","0","6.61","PASS","10","1","0","4","3","true","false","3","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/eigen-inbreng-lening-bij-aankoop-woning","kennisbank","PASS","PASS","","1908","1","https://www.vastgoedmakelaarzoeken.be/eigen-inbreng-lening-bij-aankoop-woning","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1202","informational","Article","1","0","2","1","5","","1","0","0","0","44","0","0","0","11.05","PASS","11","0","0","2","2","true","false","3","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/epc-waarde-verlagen","kennisbank","PASS","PASS","","1925","1","https://www.vastgoedmakelaarzoeken.be/epc-waarde-verlagen","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1293","informational","Article","1","0","5","0","5","","1","0","0","0","1","0","0","0","6","PASS","12","1","0","3","3","true","false","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/erfenis-huis-ouders","kennisbank","PASS","PASS","","2137","1","https://www.vastgoedmakelaarzoeken.be/erfenis-huis-ouders","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1435","informational","Article","2","1","6","7","5","","1","0","0","0","12","0","0","0","10","PASS","9","1","0","3","3","true","false","5","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/erfpacht","kennisbank","PASS","PASS","","2169","1","https://www.vastgoedmakelaarzoeken.be/erfpacht","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1537","informational","Article","1","0","7","2","3","","1","0","0","0","3","0","0","0","8.67","PASS","12","0","0","4","4","true","false","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/garage-verhuren","kennisbank","PASS","PASS","","1470","1","https://www.vastgoedmakelaarzoeken.be/garage-verhuren","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","685","informational","Article","1","0","8","1","4","","1","0","0","0","1","0","0","0","10","PASS","7","0","0","2","2","true","false","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/gemeenschappelijke-kosten-appartement-huurder","kennisbank","PASS","PASS","","1896","1","https://www.vastgoedmakelaarzoeken.be/gemeenschappelijke-kosten-appartement-huurder","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1204","informational","Article","1","0","5","1","3","","1","0","0","0","0","0","0","","","PASS","12","0","0","2","2","true","false","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/gras-afrijden-op-zondag","kennisbank","PASS","PASS","","2065","1","https://www.vastgoedmakelaarzoeken.be/gras-afrijden-op-zondag","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1364","informational","Article","1","0","4","1","4","","1","0","0","0","56","0","0","0","9.75","PASS","12","1","0","3","3","true","true","3","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/haag-hoogte","kennisbank","PASS","PASS","","1688","1","https://www.vastgoedmakelaarzoeken.be/haag-hoogte","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","908","informational","Article","4","3","5","1","4","","1","0","0","0","1","0","0","0","6","PASS","8","1","0","2","2","true","true","3","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/heropname-lening","kennisbank","PASS","PASS","","1884","1","https://www.vastgoedmakelaarzoeken.be/heropname-lening","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1231","informational","Article","1","0","4","0","4","","1","0","0","0","0","0","0","","","PASS","11","2","0","2","2","true","false","3","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/hoeveel-kost-een-totaalrenovatie","kennisbank","PASS","PASS","","1776","1","https://www.vastgoedmakelaarzoeken.be/hoeveel-kost-een-totaalrenovatie","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","966","informational","Article","1","0","4","4","6","","1","0","0","0","23","0","0","0","34.61","PASS","8","0","0","2","2","true","false","4","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/hoeveel-spaargeld-voor-een-huis","kennisbank","PASS","PASS","","1333","1","https://www.vastgoedmakelaarzoeken.be/hoeveel-spaargeld-voor-een-huis","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","592","informational","Article","1","0","6","0","4","","1","0","0","1","19","0","0","1","8.26","PASS","4","1","0","3","3","true","false","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/hoogte-brievenbus","kennisbank","PASS","PASS","","1882","1","https://www.vastgoedmakelaarzoeken.be/hoogte-brievenbus","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1260","informational","Article","1","0","14","2","3","","1","0","0","0","63","0","0","0","9.51","PASS","12","0","0","5","5","true","true","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/huis-gekocht-wat-nu","kennisbank","PASS","PASS","","1818","1","https://www.vastgoedmakelaarzoeken.be/huis-gekocht-wat-nu","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1166","informational","Article","1","0","5","8","4","","1","0","0","15","118","0","0","15.6","13.24","PASS","11","2","0","3","3","true","false","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/huis-kopen-om-te-verhuren","kennisbank","PASS","PASS","","1563","1","https://www.vastgoedmakelaarzoeken.be/huis-kopen-om-te-verhuren","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","856","informational","Article","1","0","4","4","3","","1","0","0","0","1","0","0","0","7","PASS","6","1","0","3","3","true","false","4","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/huis-kopen-zonder-lening","kennisbank","PASS","PASS","","1816","1","https://www.vastgoedmakelaarzoeken.be/huis-kopen-zonder-lening","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1121","informational","Article","1","0","6","0","4","","1","0","1","0","9","0","0.1111111111111111","0","8.78","PASS","13","0","0","3","3","true","false","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/huis-laten-schatten","kennisbank","PASS","PASS","","2214","1","https://www.vastgoedmakelaarzoeken.be/huis-laten-schatten","Organization | ContactPoint | AdministrativeArea | WebSite | Service | Thing | Country | BreadcrumbList | ListItem | FAQPage | Question | Answer","1603","core","Service","4","3","9","5","4","","1","0","0","32","123","0","0","87.09","30.62","PASS","12","3","0","2","2","true","false","4","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/huis-laten-schatten/bij-scheiding","kennisbank","PASS","PASS","","2772","1","https://www.vastgoedmakelaarzoeken.be/huis-laten-schatten/bij-scheiding","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","2089","informational","Article","5","4","9","3","4","","1","0","0","0","7","0","0","0","10.86","PASS","15","1","0","6","6","true","true","5","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/huis-leegmaken-bij-verkoop","kennisbank","PASS","PASS","","1968","1","https://www.vastgoedmakelaarzoeken.be/huis-leegmaken-bij-verkoop","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1179","informational","Article","1","0","5","3","3","","1","0","0","1","1","0","0","2","9","PASS","9","1","0","2","2","true","false","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/huis-schenken-aan-kinderen","kennisbank","PASS","PASS","","2127","1","https://www.vastgoedmakelaarzoeken.be/huis-schenken-aan-kinderen","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1399","informational","Article","1","0","11","3","4","","1","0","0","0","13","0","0","0","57","PASS","10","1","0","4","4","true","false","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/huis-verkopen-bij-scheiding","kennisbank","PASS","PASS","","3173","1","https://www.vastgoedmakelaarzoeken.be/huis-verkopen-bij-scheiding","Organization | ContactPoint | AdministrativeArea | WebSite | Service | Thing | Country | BreadcrumbList | ListItem | FAQPage | Question | Answer","2307","core","Service","6","5","3","6","4","","1","0","0","0","0","0","0","","","PASS","14","3","0","2","2","true","false","7","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/huis-verkopen-boven-geschatte-waarde","kennisbank","PASS","PASS","","1968","1","https://www.vastgoedmakelaarzoeken.be/huis-verkopen-boven-geschatte-waarde","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1246","informational","Article","1","0","9","0","5","","1","0","1","0","46","0","0.021739130434782608","0","6.5","PASS","12","0","0","5","5","true","false","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/huis-verkopen-met-makelaar","kennisbank","PASS","PASS","","2182","1","https://www.vastgoedmakelaarzoeken.be/huis-verkopen-met-makelaar","Organization | ContactPoint | AdministrativeArea | WebSite | Service | Thing | Country | BreadcrumbList | ListItem | FAQPage | Question | Answer","1403","core","Service","1","0","4","10","4","","1","0","0","0","9","0","0","0","54","PASS","11","1","0","1","1","true","false","3","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/huis-verkopen-met-meerdere-erfgenamen","kennisbank","PASS","PASS","","2079","1","https://www.vastgoedmakelaarzoeken.be/huis-verkopen-met-meerdere-erfgenamen","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1358","informational","Article","1","0","10","14","4","","1","1","2","27","150","0.037037037037037035","0.013333333333333334","2.3","6.52","PASS","10","0","0","7","7","true","false","4","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/huis-verkopen-na-1-jaar","kennisbank","PASS","PASS","","2192","1","https://www.vastgoedmakelaarzoeken.be/huis-verkopen-na-1-jaar","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1472","informational","Article","1","0","17","9","5","","1","0","1","0","21","0","0.047619047619047616","0","20.29","PASS","12","3","0","5","5","true","false","4","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/huis-verkopen-na-overlijden-partner","kennisbank","PASS","PASS","","2385","1","https://www.vastgoedmakelaarzoeken.be/huis-verkopen-na-overlijden-partner","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1517","informational","Article","4","3","5","6","4","","1","0","0","0","0","0","0","","","PASS","11","1","0","4","4","true","false","5","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/huis-verkopen-nieuw-kopen","kennisbank","PASS","PASS","","1437","1","https://www.vastgoedmakelaarzoeken.be/huis-verkopen-nieuw-kopen","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","637","informational","Article","1","0","5","0","4","","1","0","0","0","0","0","0","","","PASS","5","0","0","3","3","true","false","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/huis-verkopen-verplichtingen","kennisbank","PASS","PASS","","3634","1","https://www.vastgoedmakelaarzoeken.be/huis-verkopen-verplichtingen","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","2419","informational","Article","7","6","14","10","4","","1","0","3","47","409","0","0.007334963325183374","76.36","26.64","PASS","12","0","0","8","8","true","true","6","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/huis-verkopen-verplichtingen/asbest-verwijderen","kennisbank","PASS","PASS","","2085","1","https://www.vastgoedmakelaarzoeken.be/huis-verkopen-verplichtingen/asbest-verwijderen","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1512","informational","Article","1","0","9","3","5","","1","0","1","0","15","0","0.06666666666666667","0","4.2","PASS","8","1","0","3","3","true","true","4","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/huis-verkopen-verplichtingen/asbestattest","kennisbank","PASS","PASS","","4253","1","https://www.vastgoedmakelaarzoeken.be/huis-verkopen-verplichtingen/asbestattest","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | Service | Country | BreadcrumbList | ListItem | FAQPage | Question | Answer","2985","core","Article","8","7","16","9","4","","1","0","0","0","17","0","0","0","59","PASS","15","2","0","10","5","true","true","6","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/huis-verkopen-verplichtingen/asbestattest/gemeenschappelijke-delen","kennisbank","PASS","PASS","","1535","1","https://www.vastgoedmakelaarzoeken.be/huis-verkopen-verplichtingen/asbestattest/gemeenschappelijke-delen","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","892","informational","Article","1","0","9","0","5","","1","0","0","1","33","0","0","3","15.546363636363635","PASS","11","1","0","5","5","true","true","4","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/huis-verkopen-verplichtingen/asbestattest/prijs","kennisbank","PASS","PASS","","1506","1","https://www.vastgoedmakelaarzoeken.be/huis-verkopen-verplichtingen/asbestattest/prijs","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","811","informational","Article","1","0","13","0","4","","1","0","0","0","49","0","0","0","18.8","PASS","6","1","0","6","6","true","true","4","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/huis-verkopen-verplichtingen/bodemattest","kennisbank","PASS","PASS","","1461","1","https://www.vastgoedmakelaarzoeken.be/huis-verkopen-verplichtingen/bodemattest","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","864","informational","Article","1","0","11","0","4","","1","0","1","19","125","0","0.008","40.89","14.9","PASS","12","1","0","5","5","true","true","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/huis-verkopen-verplichtingen/elektriciteitskeuring","kennisbank","PASS","PASS","","5161","1","https://www.vastgoedmakelaarzoeken.be/huis-verkopen-verplichtingen/elektriciteitskeuring","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | Service | Country | BreadcrumbList | ListItem | FAQPage | Question | Answer","3881","core","Article","9","8","33","3","4","","1","0","1","4","143","0","0.006993006993006993","3","47.381748251748256","PASS","19","2","0","14","12","true","true","6","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/huis-verkopen-verplichtingen/elektriciteitskeuring/prijs","kennisbank","PASS","PASS","","1374","1","https://www.vastgoedmakelaarzoeken.be/huis-verkopen-verplichtingen/elektriciteitskeuring/prijs","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","682","informational","Article","1","0","5","1","4","","1","0","0","0","2","0","0","0","25.5","PASS","6","1","0","4","4","true","true","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/huis-verkopen-verplichtingen/epc","kennisbank","PASS","PASS","","4867","1","https://www.vastgoedmakelaarzoeken.be/huis-verkopen-verplichtingen/epc","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | Service | Country | BreadcrumbList | ListItem | FAQPage | Question | Answer","3610","core","Article","10","9","30","4","3","","1","0","0","5","51","0","0","93.8","36.65","PASS","18","1","0","10","8","true","true","6","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/huis-verkopen-verplichtingen/mazouttank","kennisbank","PASS","PASS","","1791","1","https://www.vastgoedmakelaarzoeken.be/huis-verkopen-verplichtingen/mazouttank","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1115","informational","Article","1","0","11","0","5","","1","1","0","16","175","0.0625","0","2.75","13.15","PASS","11","0","0","5","5","true","true","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/huis-verkopen-zonder-makelaar","kennisbank","PASS","PASS","","5309","1","https://www.vastgoedmakelaarzoeken.be/huis-verkopen-zonder-makelaar","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","4210","informational","Article","10","9","14","18","5","","1","0","0","1","0","0","0","94","0","PASS","15","2","0","9","8","true","false","6","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/huis-zelf-verkopen-documenten","kennisbank","PASS","PASS","","1786","1","https://www.vastgoedmakelaarzoeken.be/huis-zelf-verkopen-documenten","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1103","informational","Article","1","0","15","4","5","","1","0","0","0","103","0","0","0","73.23","PASS","12","0","0","8","8","true","false","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/huurcontract-1-jaar","kennisbank","PASS","PASS","","3657","1","https://www.vastgoedmakelaarzoeken.be/huurcontract-1-jaar","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","2625","informational","Article","7","6","16","5","6","","1","0","0","0","0","0","0","","","PASS","16","2","0","11","11","true","false","5","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/huurcontract-1-jaar-opzeggen-door-verhuurder","kennisbank","PASS","PASS","","1793","1","https://www.vastgoedmakelaarzoeken.be/huurcontract-1-jaar-opzeggen-door-verhuurder","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1092","informational","Article","2","1","5","0","3","","1","1","0","22","232","0.045454545454545456","0","16.82","15.78","PASS","8","1","0","3","3","true","false","4","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/huurcontract-niet-geregistreerd","kennisbank","PASS","PASS","","1969","1","https://www.vastgoedmakelaarzoeken.be/huurcontract-niet-geregistreerd","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1327","informational","Article","1","0","17","4","5","","1","0","0","3","40","0","0","2.67","9.95","PASS","11","0","0","9","9","true","false","4","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/huurkoop-woning","kennisbank","PASS","PASS","","2017","1","https://www.vastgoedmakelaarzoeken.be/huurkoop-woning","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1431","informational","Article","1","0","10","5","4","","1","0","0","0","5","0","0","0","7.401999999999999","PASS","12","0","0","6","6","true","false","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/huurprijs-berekenen","kennisbank","PASS","PASS","","1507","1","https://www.vastgoedmakelaarzoeken.be/huurprijs-berekenen","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","849","informational","Article","1","0","4","2","4","","1","0","0","6","38","0","0","84.33","23.21","PASS","7","0","0","1","1","true","false","4","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/hypothecair-mandaat","kennisbank","PASS","PASS","","2018","1","https://www.vastgoedmakelaarzoeken.be/hypothecair-mandaat","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1410","informational","Article","1","0","4","2","5","","1","0","0","0","7","0","0","0","26.57","PASS","10","0","0","3","3","true","false","3","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/hypothecaire-volmacht","kennisbank","PASS","CONSOLIDATED","301 naar /hypothecair-mandaat; noindex; uitgesloten uit sitemap","2083","1","https://www.vastgoedmakelaarzoeken.be/hypothecaire-volmacht","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1400","informational","Article","1","0","4","1","4","","not_applicable","0","0","0","6","0","0","0","8.83","PASS","11","0","0","2","2","true","false","3","not_applicable","inhoudelijke eigenaar gekozen","REDIRECT_READY","/hypothecair-mandaat","true","false","https://www.vastgoedmakelaarzoeken.com"
"/kadastraal-inkomen-appartement","kennisbank","PASS","PASS","","1975","1","https://www.vastgoedmakelaarzoeken.be/kadastraal-inkomen-appartement","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1392","informational","Article","1","0","7","2","4","","1","0","2","8","127","0","0.015748031496062992","54.75","17.12","PASS","12","0","0","4","4","true","false","4","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/kadastraal-inkomen-berekenen-na-verbouwing","kennisbank","PASS","PASS","","1723","1","https://www.vastgoedmakelaarzoeken.be/kadastraal-inkomen-berekenen-na-verbouwing","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1069","informational","Article","1","0","8","0","4","","1","0","0","0","6","0","0","0","10.33","PASS","11","0","0","4","4","true","false","4","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/kamer-verhuren-in-eigen-huis","kennisbank","PASS","PASS","","2493","1","https://www.vastgoedmakelaarzoeken.be/kamer-verhuren-in-eigen-huis","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1747","informational","Article","1","0","16","2","4","","1","0","0","0","8","0","0","0","4.25","PASS","13","1","0","6","6","true","false","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
