"Source URL","Target URL","Anchor","Context","Plaats","Source type","Target type","Actie"
"/asbestattest/uitstel","/asbestattest/compromis","asbestattest en compromis",". Zie ook [asbestattest en compromis](/asbestattest/compromis).","midden","support","child","houden"
"/asbestattest/uitstel","/asbestattest/appartement","asbestattest voor appartement",". Meer uitleg staat op [asbestattest voor appartement](/asbestattest/appartement) en [asbestattest gemeenschappelijke delen](/huis-verkopen-verplichtingen/asbestattest/gemeenschappelijke-delen).","midden","support","child","houden"
"/asbestattest/uitstel","/huis-verkopen-verplichtingen/asbestattest/gemeenschappelijke-delen","asbestattest gemeenschappelijke delen",". Meer uitleg staat op [asbestattest voor appartement](/asbestattest/appartement) en [asbestattest gemeenschappelijke delen](/huis-verkopen-verplichtingen/asbestattest/gemeenschappelijke-delen).","midden","support","child","houden"
"/asbestattest/uitstel","/asbestattest/laten-opmaken","asbestattest laten opmaken","Lees hoe je het attest laat opmaken op [asbestattest laten opmaken](/asbestattest/laten-opmaken).","midden","support","child","houden"
"/asbestattest/uitstel","/asbestattest/goedkoop","asbestattest goedkoop",". Tips om te besparen vind je op [asbestattest goedkoop](/asbestattest/goedkoop).","midden","support","child","houden"
"/asbestattest/uitstel","/kosten-vastgoedmakelaar","kosten vastgoedmakelaar",". Meer over de tarieven lees je op [kosten vastgoedmakelaar](/kosten-vastgoedmakelaar).","einde","support","money","houden"
"/asbestattest/uitstel","/asbestattest/asbestsanering","asbestsanering",". Zie [asbestsanering](/asbestattest/asbestsanering) en [asbest verwijderen](/huis-verkopen-verplichtingen/asbest-verwijderen).","einde","support","child","houden"
"/asbestattest/uitstel","/huis-verkopen-verplichtingen/asbest-verwijderen","asbest verwijderen",". Zie [asbestsanering](/asbestattest/asbestsanering) en [asbest verwijderen](/huis-verkopen-verplichtingen/asbest-verwijderen).","einde","support","child","houden"
"/asbestattest/verplicht","/asbestattest/wie-betaalt","asbestattest wie betaalt",". Meer details lees je op [asbestattest wie betaalt](/asbestattest/wie-betaalt).","midden","support","child","houden"
"/asbestattest/verplicht","/huis-verkopen-verplichtingen/asbestattest","asbestattest bij verkoop",". Voor de aanpak bij een concrete verkoop lees je verder op [asbestattest bij verkoop](/huis-verkopen-verplichtingen/asbestattest) en [asbestattest laten opmaken](/asbestattest/laten-opmaken).","einde","support","child","houden"
"/asbestattest/verplicht","/asbestattest/laten-opmaken","asbestattest laten opmaken",". Voor de aanpak bij een concrete verkoop lees je verder op [asbestattest bij verkoop](/huis-verkopen-verplichtingen/asbestattest) en [asbestattest laten opmaken](/asbestattest/laten-opmaken).","einde","support","child","houden"
"/asbestattest/vlaams-brabant","/kosten-vastgoedmakelaar","kosten van een vastgoedmakelaar",". Meer over de kosten lees je op de pagina over de [kosten van een vastgoedmakelaar](/kosten-vastgoedmakelaar).","einde","support","money","houden"
"/asbestattest/west-vlaanderen","/huis-verkopen-verplichtingen/asbestattest","asbestattest bij verkoop",". Meer lees je op de pagina over [asbestattest bij verkoop](/huis-verkopen-verplichtingen/asbestattest).","midden","support","child","houden"
"/asbestattest/west-vlaanderen","/huis-verkopen-verplichtingen/asbestattest/gemeenschappelijke-delen","asbestattest voor gemeenschappelijke delen","Meer lees je op de pagina over [asbestattest voor gemeenschappelijke delen](/huis-verkopen-verplichtingen/asbestattest/gemeenschappelijke-delen).","einde","support","child","houden"
"/asbestattest/west-vlaanderen","/huis-verkopen-verplichtingen/epc","energieprestatiecertificaat (EPC)","- [energieprestatiecertificaat (EPC)](/huis-verkopen-verplichtingen/epc)","einde","support","child","houden"
"/asbestattest/west-vlaanderen","/huis-verkopen-verplichtingen/elektriciteitskeuring","elektriciteitskeuring","- [elektriciteitskeuring](/huis-verkopen-verplichtingen/elektriciteitskeuring)","einde","support","child","houden"
"/asbestattest/west-vlaanderen","/huis-verkopen-verplichtingen/bodemattest","bodemattest","- [bodemattest](/huis-verkopen-verplichtingen/bodemattest)","einde","support","child","houden"
"/asbestattest/west-vlaanderen","/huis-verkopen-verplichtingen/mazouttank","stookolietankkeuring","- [stookolietankkeuring](/huis-verkopen-verplichtingen/mazouttank)","einde","support","child","houden"
"/asbestattest/wetgeving","/asbestattest/goedkoop","asbestattest goedkoop laten opmaken","Meer detail over de kosten vind je op de pagina over [asbestattest goedkoop laten opmaken](/asbestattest/goedkoop) en over [wie het asbestattest betaalt](/asbestattest/wie-betaalt).","midden","support","child","houden"
"/asbestattest/wetgeving","/asbestattest/wie-betaalt","wie het asbestattest betaalt","Meer detail over de kosten vind je op de pagina over [asbestattest goedkoop laten opmaken](/asbestattest/goedkoop) en over [wie het asbestattest betaalt](/asbestattest/wie-betaalt).","midden","support","child","houden"
"/asbestattest/wetgeving","/asbestattest/appartement","asbestattest voor een appartement","Meer over de verplichting per situatie lees je op de pagina over het [asbestattest voor een appartement](/asbestattest/appartement) en over de [gemeenschappelijke delen](/huis-verkopen-verplichtingen/asbestattest/gemeenschappelijke-delen).","midden","support","child","houden"
"/asbestattest/wetgeving","/huis-verkopen-verplichtingen/asbestattest/gemeenschappelijke-delen","gemeenschappelijke delen","Meer over de verplichting per situatie lees je op de pagina over het [asbestattest voor een appartement](/asbestattest/appartement) en over de [gemeenschappelijke delen](/huis-verkopen-verplichtingen/asbestattest/gemeenschappelijke-delen).","midden","support","child","houden"
"/asbestattest/wetgeving","/huis-verkopen-verplichtingen","verplichtingen bij verkoop van een huis","Een volledig overzicht vind je op de pagina over de [verplichtingen bij verkoop van een huis](/huis-verkopen-verplichtingen).","einde","support","hub","houden"
"/asbestattest/wie-betaalt","/huis-verkopen-verplichtingen","de verplichtingen bij verkoop","Meer over het geheel van verplichtingen lees je op de pagina over [de verplichtingen bij verkoop](/huis-verkopen-verplichtingen).","einde","support","hub","houden"
"/asbestattest/wie","/asbestattest/goedkoop","asbestattest goedkoop","Meer over de tarieven leest u op [asbestattest goedkoop](/asbestattest/goedkoop) en [wie betaalt het asbestattest](/asbestattest/wie-betaalt).","midden","support","child","houden"
"/asbestattest/wie","/asbestattest/wie-betaalt","wie betaalt het asbestattest","Meer over de tarieven leest u op [asbestattest goedkoop](/asbestattest/goedkoop) en [wie betaalt het asbestattest](/asbestattest/wie-betaalt).","midden","support","child","houden"
"/asbestattest/wie","/asbestattest/geldigheid","geldigheid van het asbestattest",". Meer hierover leest u op [geldigheid van het asbestattest](/asbestattest/geldigheid).","einde","support","child","houden"
"/asbestattest/wie","/huis-verkopen-verplichtingen","verplichtingen bij verkoop","Een volledig overzicht vindt u bij [verplichtingen bij verkoop](/huis-verkopen-verplichtingen).","einde","support","hub","houden"
"/asbestattest/wie","/asbestattest/vanaf-wanneer","asbestattest vanaf wanneer",". Meer over de tijdlijn leest u op [asbestattest vanaf wanneer](/asbestattest/vanaf-wanneer).","einde","support","child","houden"
"/beding-van-aanwas","/registratierechten","registratierechten in Vlaanderen",". De aparte gids over [registratierechten in Vlaanderen](/registratierechten) verklaart het verschil tussen het algemene en verlaagde tarief.","midden","support","child","houden"
"/beding-van-aanwas","/successierechten-woning","successierechten op een woning",". Bekijk daarom ook hoe [successierechten op een woning](/successierechten-woning) volgens relatievorm en type vastgoed worden behandeld.","midden","support","child","houden"
"/beding-van-aanwas","/schenking-onroerend-goed","schenking van onroerend goed","Een [schenking van onroerend goed](/schenking-onroerend-goed) is in beginsel onherroepelijk en wordt belast met schenkbelasting.","midden","support","child","houden"
"/beding-van-aanwas","/huis-verkopen-na-overlijden-partner","huis na het overlijden van de partner wil verkopen",". De uiteindelijke eigendomsrechten bepalen ook wie later mag beslissen wanneer de langstlevende het [huis na het overlijden van de partner wil verkopen](/huis-verkopen-na-overlijden-partner).","midden","support","child","houden"
"/belasting-tweede-verblijf-vermijden","/schenking-onroerend-goed","schenking van onroerend goed",". Meer hierover lees je op de pagina over [schenking van onroerend goed](/schenking-onroerend-goed).","midden","support","child","houden"
"/bestaande-vloer-isoleren","/epc-waarde-verlagen","EPC-waarde verlagen","Meer weten over je energielabel opkrikken? Lees dan [EPC-waarde verlagen](/epc-waarde-verlagen) en de [renovatieplicht bestaande woning](/renovatieplicht-bestaande-woning).","midden","support","child","houden"
"/bestaande-vloer-isoleren","/renovatieplicht-bestaande-woning","renovatieplicht bestaande woning","Meer weten over je energielabel opkrikken? Lees dan [EPC-waarde verlagen](/epc-waarde-verlagen) en de [renovatieplicht bestaande woning](/renovatieplicht-bestaande-woning).","midden","support","child","houden"
"/bewoonbare-oppervlakte-berekenen","/epc-waarde-verlagen","EPC-waarde verlaagt",". Wil je je energiescore verbeteren, lees dan hoe je de [EPC-waarde verlaagt](/epc-waarde-verlagen).","midden","support","child","houden"
"/bewoonbare-oppervlakte-berekenen","/kadastraal-inkomen-berekenen-na-verbouwing","kadastraal inkomen berekenen na verbouwing",". Meer daarover lees je bij [kadastraal inkomen berekenen na verbouwing](/kadastraal-inkomen-berekenen-na-verbouwing).","midden","support","child","houden"
"/bewoonbare-oppervlakte-berekenen","/huis-laten-schatten","laten schatten","Een vastgoedmakelaar die erkend is bij het BIV (Beroepsinstituut van Vastgoedmakelaars) neemt de meting doorgaans mee wanneer hij je woning bezoekt om ze te [laten schatten](/huis-laten-schatten).","einde","support","money","houden"
"/bijgebouw-vergunning","/tuinhuis-zonder-vergunning","tuinhuis zonder vergunning","Zoek je specifiek de regels voor een tuinhuis, dan vind je die in de gids over een [tuinhuis zonder vergunning](/tuinhuis-zonder-vergunning).","midden","support","child","houden"
"/bod-intrekken-huis","/bieden-op-een-huis","Bieden op een huis","- [Bieden op een huis](/bieden-op-een-huis)","einde","support","child","houden"
"/bod-intrekken-huis","/optie-nemen-op-huis","Optie nemen op een huis","- [Optie nemen op een huis](/optie-nemen-op-huis)","einde","support","child","houden"
"/bod-intrekken-huis","/opschortende-voorwaarde","Opschortende voorwaarde","- [Opschortende voorwaarde](/opschortende-voorwaarde)","einde","support","child","houden"
"/bod-intrekken-huis","/compromis-verkoop-huis","Compromis bij verkoop van een huis","- [Compromis bij verkoop van een huis](/compromis-verkoop-huis)","einde","support","child","houden"
"/bouwen-of-verbouwen","/registratierechten","registratierechten",". Meer over de voorwaarden lees je op [registratierechten](/registratierechten) en [registratierechten voor de eerste woning](/registratierechten/eerste-woning).","midden","support","child","houden"
"/bouwen-of-verbouwen","/registratierechten/eerste-woning","registratierechten voor de eerste woning",". Meer over de voorwaarden lees je op [registratierechten](/registratierechten) en [registratierechten voor de eerste woning](/registratierechten/eerste-woning).","midden","support","child","houden"
"/bouwen-of-verbouwen","/renovatieplicht-bestaande-woning","renovatieplicht bestaande woning",". Meer detail lees je op [renovatieplicht bestaande woning](/renovatieplicht-bestaande-woning) en [renovatieplicht 2030](/renovatieplicht-2030).","midden","support","child","houden"
"/bouwen-of-verbouwen","/renovatieplicht-2030","renovatieplicht 2030",". Meer detail lees je op [renovatieplicht bestaande woning](/renovatieplicht-bestaande-woning) en [renovatieplicht 2030](/renovatieplicht-2030).","midden","support","child","houden"
"/bouwen-of-verbouwen","/asbestattest","asbestattest",". Meer daarover lees je op [asbestattest](/asbestattest) en [asbestattest prijs](/huis-verkopen-verplichtingen/asbestattest/prijs).","einde","support","child","houden"
"/bouwen-of-verbouwen","/huis-verkopen-verplichtingen/asbestattest/prijs","asbestattest prijs",". Meer daarover lees je op [asbestattest](/asbestattest) en [asbestattest prijs](/huis-verkopen-verplichtingen/asbestattest/prijs).","einde","support","child","houden"
"/bouwen-of-verbouwen","/huis-verkopen-verplichtingen","huis verkopen verplichtingen",". De verkoopverplichtingen bij een woning vind je op [huis verkopen verplichtingen](/huis-verkopen-verplichtingen).","einde","support","hub","houden"
"/bouwen-of-verbouwen","/huis-laten-schatten","huis laten schatten",". Wil je een indicatie van de waarde? Laat je woning gratis vergelijken via [huis laten schatten](/huis-laten-schatten).","einde","support","money","houden"
"/co2-meter-verplicht-in-huis","/epc-waarde-verlagen","de EPC-waarde verlagen",". Wie de luchtkwaliteit en het energieverbruik samen wil aanpakken, kan starten met [de EPC-waarde verlagen](/epc-waarde-verlagen) en nagaan of er een [renovatieplicht voor de bestaande woning](/renovatieplicht-bestaande-woning) geldt.","einde","support","child","houden"
"/co2-meter-verplicht-in-huis","/renovatieplicht-bestaande-woning","renovatieplicht voor de bestaande woning",". Wie de luchtkwaliteit en het energieverbruik samen wil aanpakken, kan starten met [de EPC-waarde verlagen](/epc-waarde-verlagen) en nagaan of er een [renovatieplicht voor de bestaande woning](/renovatieplicht-bestaande-woning) geldt.","einde","support","child","houden"
"/conformiteitsattest","/huis-verkopen-verplichtingen/epc","EPC",". Het gaat specifiek over de veiligheid, de gezondheid en de basiskwaliteit van de woning, los van het [EPC](/huis-verkopen-verplichtingen/epc) dat het energieverbruik beoordeelt.","intro","support","child","houden"
"/doorgeefschenking","/schenking-onroerend-goed","schenking van onroerend goed","Een gewone [schenking van onroerend goed](/schenking-onroerend-goed) blijft mogelijk buiten deze regeling, maar dan betaal je de gewone schenkbelasting volgens de tarieven.","einde","support","child","houden"
"/duurste-gemeente-belgie","/huis-laten-schatten","huis laten schatten","Meer uitleg vind je op [huis laten schatten](/huis-laten-schatten) en [waarde woning berekenen](/waarde-woning-berekenen).","einde","support","money","houden"
"/duurste-gemeente-belgie","/waarde-woning-berekenen","waarde woning berekenen","Meer uitleg vind je op [huis laten schatten](/huis-laten-schatten) en [waarde woning berekenen](/waarde-woning-berekenen).","einde","support","child","houden"
"/duurste-gemeente-belgie","/registratierechten","registratierechten","Lees meer over [registratierechten](/registratierechten) en over de [notariskosten bij verkoop van een huis](/notariskosten-verkoop-huis).","einde","support","child","houden"
"/duurste-gemeente-belgie","/notariskosten-verkoop-huis","notariskosten bij verkoop van een huis","Lees meer over [registratierechten](/registratierechten) en over de [notariskosten bij verkoop van een huis](/notariskosten-verkoop-huis).","einde","support","child","houden"
"/eigen-inbreng-lening-bij-aankoop-woning","/kosten-vastgoedmakelaar","kosten van een vastgoedmakelaar",". Wil je weten wat professionele begeleiding kost, bekijk dan de [kosten van een vastgoedmakelaar](/kosten-vastgoedmakelaar).","midden","support","money","houden"
"/erfenis-huis-ouders","/huis-verkopen-na-overlijden-partner","huis verkopen na het overlijden van je partner","Gaat het niet om het ouderlijk huis maar om de gezamenlijke gezinswoning, bekijk dan wie mag beslissen bij een [huis verkopen na het overlijden van je partner](/huis-verkopen-na-overlijden-partner).","intro","support","child","houden"
"/erfenis-huis-ouders","/huis-verkopen-met-meerdere-erfgenamen","huis verkopen met meerdere erfgenamen","Wil je de woning verkopen en zijn er meerdere erfgenamen, lees dan ook de pagina over [huis verkopen met meerdere erfgenamen](/huis-verkopen-met-meerdere-erfgenamen).","midden","support","child","houden"
"/erfenis-huis-ouders","/ouderlijk-huis-verkopen-voor-overlijden","ouderlijk huis verkopen voor overlijden",". Speelt de vraag al voordat een ouder overlijdt, dan is [ouderlijk huis verkopen voor overlijden](/ouderlijk-huis-verkopen-voor-overlijden) relevant.","midden","support","child","houden"
"/erfenis-huis-ouders","/huis-verkopen-verplichtingen","checklist met verkoopverplichtingen","Gebruik voor het woningdossier de algemene [checklist met verkoopverplichtingen](/huis-verkopen-verplichtingen).","midden","support","hub","houden"
"/erfenis-huis-ouders","/huis-leegmaken-bij-verkoop","huis leegmaken bij verkoop",". De praktische aanpak en offertecontrole staan op de pagina over een [huis leegmaken bij verkoop](/huis-leegmaken-bij-verkoop).","einde","support","child","houden"
"/erfenis-huis-ouders","/huis-laten-schatten","huis laten schatten",". Wil je weten wat de woning waard is, dan kan je het [huis laten schatten](/huis-laten-schatten) of de [waarde van de woning berekenen](/waarde-woning-berekenen).","einde","support","money","houden"
"/erfenis-huis-ouders","/waarde-woning-berekenen","waarde van de woning berekenen",". Wil je weten wat de woning waard is, dan kan je het [huis laten schatten](/huis-laten-schatten) of de [waarde van de woning berekenen](/waarde-woning-berekenen).","einde","support","child","houden"
"/erfpacht","/verschil-erfpacht-en-opstal","verschil erfpacht en opstal","Wil je de twee bouwrechten grondiger vergelijken, lees dan onze pagina over het [verschil erfpacht en opstal](/verschil-erfpacht-en-opstal).","midden","support","child","houden"
"/erfpacht","/registratierechten","registratierechten in Vlaanderen",". Meer over de tarieven bij een gewone aankoop vind je op onze pagina over de [registratierechten in Vlaanderen](/registratierechten).","einde","support","child","houden"
"/garage-verhuren","/huurprijs-berekenen","huurprijs berekent","Wil je weten wat een correcte huurprijs is voor jouw garage? Lees dan hoe je de [huurprijs berekent](/huurprijs-berekenen) en vergelijk met vergelijkbare panden in je buurt.","einde","support","child","houden"
"/gemeenschappelijke-kosten-appartement-huurder","/registratierechten","registratierechten",". Wie het pand als investering koopt, houdt ook rekening met de geldende [registratierechten](/registratierechten) op de aankoop.","einde","support","child","houden"
"/gras-afrijden-op-zondag","/huis-laten-schatten","schatting van je huis","Wil je weten wat je woning en tuin waard zijn, dan helpt een [schatting van je huis](/huis-laten-schatten) om een realistische vraagprijs te bepalen.","einde","support","money","houden"
"/haag-hoogte","/bijgebouw-vergunning","bijgebouw plaatsen",". Dezelfde voorzichtigheid geldt bij een [bijgebouw plaatsen](/bijgebouw-vergunning), waar de gemeente ook eigen hoogte- en afstandsregels hanteert.","midden","support","child","houden"
"/hoeveel-kost-een-totaalrenovatie","/bouwen-of-verbouwen","bouwen of verbouwen",". Lees meer in [bouwen of verbouwen](/bouwen-of-verbouwen) en bekijk de [renovatieplicht voor bestaande woningen](/renovatieplicht-bestaande-woning) voordat je beslist.","midden","support","child","houden"
"/hoeveel-kost-een-totaalrenovatie","/renovatieplicht-bestaande-woning","renovatieplicht voor bestaande woningen",". Lees meer in [bouwen of verbouwen](/bouwen-of-verbouwen) en bekijk de [renovatieplicht voor bestaande woningen](/renovatieplicht-bestaande-woning) voordat je beslist.","midden","support","child","houden"
"/hoeveel-kost-een-totaalrenovatie","/woning-kopen-met-epc-f","woning met EPC F","Heeft de woning EPC F, combineer deze berekening dan met de aankoopcheck voor een [woning met EPC F](/woning-kopen-met-epc-f).","einde","support","child","houden"
"/hoeveel-kost-een-totaalrenovatie","/renteloos-renovatiekrediet","renteloos renovatiekrediet",". Bekijk of een [renteloos renovatiekrediet](/renteloos-renovatiekrediet) in jouw situatie mogelijk is en betrek dit in je budgetplanning.","einde","support","child","houden"
"/hoogte-brievenbus","/huis-verkopen-verplichtingen","huis verkopen: verplichtingen","Wil je weten welke documenten en keuringen wél verplicht zijn bij verkoop, bekijk dan [huis verkopen: verplichtingen](/huis-verkopen-verplichtingen).","einde","support","hub","houden"
"/hoogte-brievenbus","/nieuwbouw-kopen-waar-op-letten","nieuwbouw kopen: waar op letten",". Wie een nieuwbouw koopt, vindt praktische aandachtspunten bij [nieuwbouw kopen: waar op letten](/nieuwbouw-kopen-waar-op-letten).","einde","support","child","houden"
"/huis-gekocht-wat-nu","/akte-verlijden","wat gebeurt er bij het verlijden van de akte",". Meer hierover lees je op [wat gebeurt er bij het verlijden van de akte](/akte-verlijden).","intro","support","child","houden"
"/huis-gekocht-wat-nu","/registratierechten","registratierechten",". Voor de tarieven per situatie, zie [registratierechten](/registratierechten).","midden","support","child","houden"
"/huis-gekocht-wat-nu","/opschortende-voorwaarde","opschortende voorwaarde",". Lees meer op [opschortende voorwaarde](/opschortende-voorwaarde).","midden","support","child","houden"
"/huis-gekocht-wat-nu","/renovatieplicht-bestaande-woning","renovatieplicht bestaande woning",". Meer details staan op [renovatieplicht bestaande woning](/renovatieplicht-bestaande-woning).","midden","support","child","houden"
"/huis-gekocht-wat-nu","/schuldsaldoverzekering-prijs","schuldsaldoverzekering prijs",". Voor de kostprijs van een schuldsaldoverzekering, zie [schuldsaldoverzekering prijs](/schuldsaldoverzekering-prijs).","midden","support","child","houden"
"/huis-gekocht-wat-nu","/kadastraal-inkomen-berekenen-na-verbouwing","kadastraal inkomen berekenen na verbouwing",". Hoe het kadastraal inkomen wordt bepaald, lees je op [kadastraal inkomen berekenen na verbouwing](/kadastraal-inkomen-berekenen-na-verbouwing).","einde","support","child","houden"
"/huis-gekocht-wat-nu","/verborgen-gebreken-huis","verborgen gebreken bij een huis","De voorwaarden en je mogelijkheden staan uitgelegd op [verborgen gebreken bij een huis](/verborgen-gebreken-huis).","einde","support","child","houden"
"/huis-gekocht-wat-nu","/kosten-vastgoedmakelaar","kosten vastgoedmakelaar",". Meer hierover lees je op [kosten vastgoedmakelaar](/kosten-vastgoedmakelaar).","einde","support","money","houden"
"/huis-kopen-om-te-verhuren","/kosten-vastgoedmakelaar","kosten van een vastgoedmakelaar","Wil je weten wat een makelaar kost als je koopt of later verkoopt? Lees dan meer over de [kosten van een vastgoedmakelaar](/kosten-vastgoedmakelaar).","midden","support","money","houden"
"/huis-kopen-om-te-verhuren","/huis-laten-schatten","huis laten schatten",". Wil je eerst een idee van de waarde? Laat dan je [huis laten schatten](/huis-laten-schatten) of bereken de [waarde van de woning](/waarde-woning-berekenen).","midden","support","money","houden"
"/huis-kopen-om-te-verhuren","/waarde-woning-berekenen","waarde van de woning",". Wil je eerst een idee van de waarde? Laat dan je [huis laten schatten](/huis-laten-schatten) of bereken de [waarde van de woning](/waarde-woning-berekenen).","midden","support","child","houden"
"/huis-kopen-om-te-verhuren","/huurkoop-woning","huurkoop van een woning","Overweeg je in plaats van klassieke verhuur een formule zoals [huurkoop van een woning](/huurkoop-woning)? Bekijk dan vooraf goed de voorwaarden en de fiscale gevolgen.","einde","support","child","houden"
"/huis-laten-schatten/bij-scheiding","/huis-laten-schatten","een huis laten schatten",". Meer uitleg staat op de algemene pagina over [een huis laten schatten](/huis-laten-schatten).","midden","support","money","houden"
"/huis-laten-schatten/bij-scheiding","/huis-verkopen-met-makelaar","een huis verkopen met een makelaar",". Lees ook hoe [een huis verkopen met een makelaar](/huis-verkopen-met-makelaar) verloopt.","midden","support","child","houden"
"/huis-laten-schatten/bij-scheiding","/huis-verkopen-met-meerdere-erfgenamen","huis verkopen met meerdere erfgenamen",". Lees voor die situatie verder bij [huis verkopen met meerdere erfgenamen](/huis-verkopen-met-meerdere-erfgenamen).","einde","support","child","houden"
"/huis-laten-schatten","/huis-laten-schatten/bij-scheiding","huis laten schatten bij scheiding",". Lees hoe je de woningwaarde en een indicatieve uitkoopsom berekent in [huis laten schatten bij scheiding](/huis-laten-schatten/bij-scheiding).","intro","money","child","houden"
"/huis-laten-schatten","/waarde-woning-berekenen","waarde woning berekenen",". Meer daarover lees je bij [waarde woning berekenen](/waarde-woning-berekenen).","midden","money","child","houden"
"/huis-laten-schatten","/kosten-vastgoedmakelaar","kosten vastgoedmakelaar",". Meer over de vergoeding lees je bij [kosten vastgoedmakelaar](/kosten-vastgoedmakelaar).","midden","money","money","houden"
"/huis-laten-schatten","/kantoor","kantorengids","Bekijk in de [kantorengids](/kantoor) welke vastgoedkantoren in jouw regio actief zijn en welke profielen een gecontroleerde BIV-vermelding tonen.","midden","money","money","houden"
"/huis-laten-schatten","/huis-verkopen-met-makelaar","huis verkopen met makelaar",". Bekijk daarna hoe [huis verkopen met makelaar](/huis-verkopen-met-makelaar) verder verloopt.","einde","money","child","houden"
"/huis-leegmaken-bij-verkoop","/compromis-verkoop-huis","compromis",". In dat geval leg je uitdrukkelijk in de [compromis](/compromis-verkoop-huis) vast wat blijft en wat verdwijnt, zodat er achteraf geen discussie ontstaat.","intro","support","child","houden"
"/huis-leegmaken-bij-verkoop","/erfenis-huis-ouders","ouderlijk huis erven",". Verkoop je nadien de woning, dan bekijk je ook de fiscale en juridische kant van het [ouderlijk huis erven](/erfenis-huis-ouders).","midden","support","child","houden"
"/huis-leegmaken-bij-verkoop","/huis-laten-schatten","schatten",". Wil je weten wat je woning kan opbrengen, laat ze dan eerst [schatten](/huis-laten-schatten).","einde","support","money","houden"
"/huis-schenken-aan-kinderen","/waarde-woning-berekenen","woningwaarde berekenen",". Je kunt zelf een eerste inschatting maken via [woningwaarde berekenen](/waarde-woning-berekenen).","midden","support","child","houden"
"/huis-schenken-aan-kinderen","/asbestattest/bij-schenking","asbestattest bij schenking",". Meer over de voorwaarden lees je op de pagina [asbestattest bij schenking](/asbestattest/bij-schenking).","midden","support","child","houden"
"/huis-schenken-aan-kinderen","/registratierechten","registratierechten",". Meer over dat tarief lees je op de pagina [registratierechten](/registratierechten).","einde","support","child","houden"
"/huis-verkopen-bij-scheiding","/huis-verkopen-verplichtingen","verplichte verkoopdocumenten",". Verzamel het EPC, bodemattest, elektrische keuring en andere [verplichte verkoopdocumenten](/huis-verkopen-verplichtingen).","midden","money","hub","houden"
"/huis-verkopen-bij-scheiding","/compromis-verkoop-huis","verkoopcompromis",". Laat het [verkoopcompromis](/compromis-verkoop-huis) door de notaris opstellen of controleren.","midden","money","child","houden"
"/huis-verkopen-bij-scheiding","/huis-laten-schatten/bij-scheiding","huis laten schatten bij scheiding","De aparte gids over een [huis laten schatten bij scheiding](/huis-laten-schatten/bij-scheiding) behandelt de waarderingsmethodes en indicatieve uitkoopsom uitgebreider.","midden","money","child","houden"
"/huis-verkopen-bij-scheiding","/miserietaks","miserietaks of het verdeelrecht",". De uitgebreide pagina over de [miserietaks of het verdeelrecht](/miserietaks) legt tarieven en berekening afzonderlijk uit.","midden","money","child","houden"
"/huis-verkopen-bij-scheiding","/kosten-verkoop-huis","kosten bij de verkoop van een huis","De algemene gids over [kosten bij de verkoop van een huis](/kosten-verkoop-huis) helpt om bruto verkoopprijs en netto-opbrengst niet te verwarren.","einde","money","child","houden"
"/huis-verkopen-bij-scheiding","/huis-verkopen-met-makelaar","verkopen met een vastgoedmakelaar",". Vergelijk bij [verkopen met een vastgoedmakelaar](/huis-verkopen-met-makelaar) meerdere voorstellen en controleer de BIV-erkenning.","einde","money","child","houden"
"/huis-verkopen-met-makelaar","/kosten-vastgoedmakelaar","kosten vastgoedmakelaar","Meer detail over de commissie vind je op [kosten vastgoedmakelaar](/kosten-vastgoedmakelaar).","midden","money","money","houden"
"/huis-verkopen-met-makelaar","/kosten-verkoop-huis","kosten verkoop huis",". Een overzicht van alle verkoopkosten staat op [kosten verkoop huis](/kosten-verkoop-huis).","midden","money","child","houden"
"/huis-verkopen-met-makelaar","/huis-verkopen-verplichtingen","huis verkopen verplichtingen","Een volledig overzicht van de verplichtingen staat op [huis verkopen verplichtingen](/huis-verkopen-verplichtingen).","midden","money","hub","houden"
"/huis-verkopen-met-makelaar","/huis-verkopen-verplichtingen/asbestattest","asbestattest bij verkoop",". De details over het attest vind je op [asbestattest bij verkoop](/huis-verkopen-verplichtingen/asbestattest).","midden","money","child","houden"
"/huis-verkopen-met-makelaar","/huis-laten-schatten","huis laten schatten","Wil je weten wat je woning waard is? Start met een [huis laten schatten](/huis-laten-schatten) of bereken de [waarde van je woning](/waarde-woning-berekenen).","einde","money","money","houden"
"/huis-verkopen-met-makelaar","/waarde-woning-berekenen","waarde van je woning","Wil je weten wat je woning waard is? Start met een [huis laten schatten](/huis-laten-schatten) of bereken de [waarde van je woning](/waarde-woning-berekenen).","einde","money","child","houden"
"/huis-verkopen-met-makelaar","/minimum-tijd-tussen-compromis-en-akte","minimum tijd tussen compromis en akte","Meer over deze termijn lees je op [minimum tijd tussen compromis en akte](/minimum-tijd-tussen-compromis-en-akte) en op [akte verlijden](/akte-verlijden).","einde","money","child","houden"
"/huis-verkopen-met-makelaar","/akte-verlijden","akte verlijden","Meer over deze termijn lees je op [minimum tijd tussen compromis en akte](/minimum-tijd-tussen-compromis-en-akte) en op [akte verlijden](/akte-verlijden).","einde","money","child","houden"
"/huis-verkopen-met-makelaar","/registratierechten","registratierechten",". Een volledig overzicht van de registratierechten vind je op [registratierechten](/registratierechten).","einde","money","child","houden"
"/huis-verkopen-met-makelaar","/huis-zelf-verkopen-documenten","huis zelf verkopen documenten",". Bekijk in dat geval welke documenten je nodig hebt op [huis zelf verkopen documenten](/huis-zelf-verkopen-documenten).","einde","money","child","houden"
